agent_name,county,residential_holiday,description,displayable_address,latitude,listing_id,listing_status,longitude,new_home,num_bathrooms,num_bedrooms,price,property_type,street_name
Normans,West Sussex,H,"Two bedroom park home with the benefit of double glazing, gas heating and many items of furniture are included within the sale. ( A prospective purchaser can speak to the current vendor regarding the items.)We are advised there is no Council Tax payable as the owner is only able to occupy the Park Home for 50 weeks of the year so it is not classed as ""residential"" therefore any new owner would have to find an alternative residential address for their postal mail. (Lakeside is closed from the 12th January to 26th January each year.)The Park Home is situated on the Lakeside Holiday Village which has a Convenience Store, Club House and Laundrette. Chichester City is in close proximity with its range of shopping facilities and leisure pursuits. (Please note that the Post Code on the details is for Lakeside Holiday Park itself and does not relate to Peckham Close.)Ground Floorentrance Outside light, steps to double glazed front door opening to -kitchen/dining room 11'9"" (3.60m) x 7'1"" (2.17m). Inset sink unit, adjoining work surface with selection of matching cupboards and drawers under, Newhome gas cooker with concealed extractor above, glass fronted matching eye level cupboards, integrated fridge with space above microwave over, laminate wood effect flooring, heating vent, double glazed window, recessed shelved larder style cupboard, spotlights.Lounge area 10'5"" (3.17m) x 11'10"" (3.60m). Laminate wood effect flooring, ornamental fireplace fitted with gas fire, heating vent, double glazed window and double glazed sliding door provides access onto decking area, T.V. Aerial point, three matching corner display cupboards and glass fronted cupboard.Inner hall From the Kitchen/Dining Room there is an Inner Hall area with cupboard housing gas boiler, sealed double glazed windows, door to -bedroom 1 11'9"" (3.58m) x 9'11"" (3.03m) into bay. Built-in wardrobe cupboard, dressing table unit, bedside cabinet with drawers under and mirrors above, T.V. Aerial point, spotlights, heating thermostat, wall light points, heating vent, doors to -shower room/W.C. Low level w.C., pedestal wash hand basin set into vanity unit, tiled shower cubicle with shower spray guard with mixer taps, fitted mirror, light/shaver unit.Bedroom 2 7'3"" (2.22m) and widens at one end to 8'3"" (2.52m) x 6' (1.84m). Double glazed window, storage cupboard with fitted shelving, T.V. Aerial point, heating vent.Shower room/W.C. Low level w.C., shower cubicle, pedestal wash hand basin, mirror fronted medicine cabinet, frosted double glazed window.Exteriorgarden area There is a driveway with parking for car, mainly laid to lawn to the front. Adjacent to the Park Home there is an outside water tap.Lease information The vendor advises us that there is no Council Tax to pay and no water rates. We are also advised that there are charges for being on the site which are approx. £556 per month and we are informed that the Park Home was built in 2004 and has over 9 years and six months remaining on the lease. We would ask prospective purchasers to verify this information with the site office prior to signing any legal agreement.Directions From our office in Chichester Road proceed towards Chichester along the A259, at the roundabout approaching Chichester take the first left into Vinnetrow Road and Lakeside Village will be found on the right hand side.","Lakeside Holiday Park, Vinnetrow Road, Runcton, Chichester PO20",50.82343,35924407,sale,-0.750576,,0,2,16000,Mobile/park home,Vinnetrow Road
Normans,West Sussex,H,"A two bedroom lodge style park home being of double width and situated on a good size plot with a large decked area. The park home benefits from double glazed windows, gas heating by radiators provided by a combination boiler. Viewing is highly recommended.The vendor advises us that there is no Council Tax payable and no Water Rates as the owner is only able to occupy the park Home for 50 weeks of the year so it is not classed as ""residential"". Any new owner would have to find an alternative residential address for their postal mail. Lakeside Holiday Park is closed from the 12th January to 26th January each year.) We are advised there is 23 years remaining on the lease and would advise prospective buyers to verify the previous information with the Site Office prior to signing any legal documents.The Park Home is situated on the Lakeside Holiday Village which has a convenience Store, Club House and Laundrette. Chichester City is in close proximity with its range of shopping facilities and leisure pursuits. (Please mote that the Post Code on the details is for Lakeside Holiday Park itself and does not relate to Nunnery Drive.)Ground Floorentrance Steps and uPVC decking with double glazed door to -kitchen/sitting room 19'4"" x 15'7"". Kitchen Area - Stainless steel single drainer sink unit, inset rolled edge work surface, Candy four-ring gas hob and electric oven, range of white high gloss wall, base and display units, vinolay flooring, opening to - Lounge Area which is triple aspect, double casement doors onto verandah, T.V. Aerial point, electric fire, fitted display unit, radiator.Inner hall Two cupboards, one housing combination gas boiler and cloaks cupboard. Doors to -bedroom 1 9'7"" x 7'8"" (not including the depth of the wardrobes). Double glazed window, radiator, mirror fronted cupboards and door to -en suite shower room/W.C. Push button w.C., shower cubicle with mains shower, wash hand basin set into vanity unit, mirrored medicine cupboard.Bedroom 2 9'7"" x 7'8"". Double glazed window, fitted furniture, radiator.Bathroom/W.C. Wider than average for this style of Park Home and has a white suite with panelled bath with mixer tap, push button w.C., wash hand basin set into vanity unit, towel rail, double glazed window.Exteriorgarden The Park Home has a small amount of garden to the front and side. There is ample Decking Area and a Parking Space. There is also plumbing in a storage shed for a washing machine.Directions From our office in Chichester Road proceed towards Chichester along the A259, at the roundabout approaching Chichester take the first left into Vinnetrow Road and Lakeside Holiday Park will be found on the right hand side.","Lakeside Holiday Park, Vinnetrow Road, Runcton, Chichester, West Sussex PO20",50.82343,36783583,sale,-0.750576,,0,2,89950,Mobile/park home,Vinnetrow Road
Normans,West Sussex,H,"A two bedroom park home that was purchased brand new a year ago. The current owner has kept the Park Home in immaculate condition whilst adding the benefit of a raised decking area. The park Home has gas heating and double glazing and an internal inspection is highly recommended to appreciate the condition and presentation.The vendor advises us that there is no Council Tax to pay and no water rates as the owner is only able to occupy the park Home for 50 weeks of the year so it is not classed as ""Residential"". (Lakeside Holiday Park is closed from the 12th to 26th January each year). Any new owner would have to find an alternative residential address for their postal mail.A 20 year lease has been granted with 19 years approx. To run. We would advise prospective purchasers to verify the previous information with the Site Office prior to signing any legal agreement.The Park Home is situated at the Lakeside Holiday Village which has a Convenience Store, Club House, Café, Heated Swimming Pool, Laundrette and Fishing Lakes. Chichester City is in close proximity with its range of shopping facilities and leisure pursuits. (Please note that the post code on the sales particulars is for Lakeside Holiday Park itself and does not relate to Arundel Close).Ground Floorentrance The Park Home is approached by stairs to a decking area with double glazed front door opening to -lounge/kitchen 20'8"" x 11'8"". The Lounge Area has a floor to ceiling double wndow with sliding patio doors onto decking, T.V. Aerial point, radiator. The Kitchen Area has a stainless steel one and half bowl single drainer sink unit with mixer tap, inset square edge work surface with range of white gloss drawers and cupboards under, built-in tall fridge/freezer, cupboard concealing gas boiler, further matching range of eye level cupboards, Belling electric oven and gas hob with stainless steel extractor, double glazed window to side aspect, laminate flooring.Bedroom 1 11'2"" x 9'8"". Range of fitted Bedroom furniture including wardrobe cupboards with hanging rail and drawers and cupboard, door to -en suite cloakroom Comprising push button w.C., pedestal wash hand basin, pedestal wash hand basin, frosted glass window.Bedroom 2 8'5"" x 5'2"". Fitted twin beds, double glazed window, radiator.Shower room White suite comprising push button w.C., pedestal wash hand basin, shower unit with mains shower, frosted glass window, extractor fan, chrome heated towel rail.Exteriorgarden The Park Home has a small amount of garden to front and side, there is a decking area and parking.","Lakeside Holiday Park, Vinnetrow Road, Runcton, Chichester, West Sussex PO20",50.82343,36078029,sale,-0.750576,,0,2,49950,Mobile/park home,"Vinnetrow Road, Runcton"
Watson Bull & Porter - Shanklin,Isle of Wight,H,"This stunning, very spacious, and priced extremely keenly at £45695 with all fees included.** Includes 2015 Pitch Fees ** The Lounge in the abi Eastwood is modern and spacious. Its the perfect retreat with the free standing furniture and feature fireplace. The Bathroom consists of a walk in shower, toilet and full sized sink. This also has central heating. The Master Bedroom with en-suite bathroom and large walk in wardrobes will ensure you receive a restful nights sleep when you choose to come and visit your very own Caravan Holiday Home.• 2015 Standard Pitch fees included• Sitting and connections included• Steps and handrail• Inventory Pack• Double Glazing and Central Heating• Gas connection• Digital TV aerial and Fridge and Axle Jacks• Water connection• Fire extinguisher and Smoke Alarm• Current sewage and water rates• Electricity connection• Current Insurance rates• 'Ramtech' system• vat• Sublet options availablePlatinum Rental grade – this caravan will earn enough to cover its own costs and pay around £2000 to £3000 a year as profit.Beautiful park locationLeisure facilitiesIncome potentialHome from home","Landguard Road, Shanklin PO37",50.63286,37081354,sale,-1.185838,True,0,2,45695,Mobile/park home,Isle of Wight
Watson Bull & Porter - Shanklin,Isle of Wight,H,"Sited on Lower Hyde holiday park, this stunning holiday home comes with luxury fixtures and fittings, and has two very spacious bedrooms and easily sleeps 6. A 2006 model and extending to approximately 38ft the home has an open plan living area which makes it ideal for family holidays, with a top of the range spacious kitchen to include a new Samsung American style double fridge/freezer and separate gas cooker. Well appointed shower room and en-suite toilet. There is double glazing and gas central heating throughout as standard which is excellent for all year round use, Externally there has been the addition of a stunning decking area with a steel storage box. Set in a sought after area of the park, amongst beautiful woodland, and comes with access to: Swimming pools, bars, restaurants, sport courts, entertainment and much more.For further information or if you would like to book in a viewing please contact the sole agent's Watson Bull & Porter on .Two BedroomsShower RoomGas Central HeatingDouble GlazingParking18ft VerandaUse of Park FacilitiesLiving Area11'10"" x 19'7"" (3.6m x 5.97m). Includes dining area and kitchen.Bedroom ONe10'2"" x 10' (3.1m x 3.05m). Complete with vanity dressing table, wardrobes and en-suite toilet.Bedroom Two8'4"" x 5'6"" (2.54m x 1.68m). Twin bedroom with fitted closet.Shower Room Double shower cubicle, toilet and basin with vanity.","Landguard Road, Shanklin PO37",50.63286,36180580,sale,-1.185838,,0,2,40000,Mobile/park home,Shanklin Isle Of Wight
Watson Bull & Porter - Shanklin,Isle of Wight,H,"Occupying a quiet location within the popular holiday resort of Lower Hyde Shanklin, this caravan is approximately 10 years old. This caravan is very unique to the market as it is built bespoke for the less able in mind. With wider doors and hall ways, access has been made easy. In fantastic order throughout the van includes usually costly additional extras; too include a steel storage unit with plumbing and power for perhaps washing machine - there is also a large all weather veranda ideal for al-fresco dining or space to enjoy the sun. Internally the accommodation extends to 2 bedrooms all with built in storage and serviced by a well appointed disabled friendly bathroom. The Living space has a sofa bed and gas fire focal point. The Kitchen has wonderful storage and has a gas cooker and includes the current white goods. As the owner there is full use of the park facilities from pools, bars, and play areas. There are annual costs associated with ownership - please ask the office for further information. This home is priced too sell.Lounge16'7"" x 11'5"" (5.05m x 3.48m). Triple aspect steel windows facing the front overlooking the garden. Electric heater, built-in storage cupboard.Kitchen17'11"" x 3'10"" (5.46m x 1.17m). Steel, opening onto decking. Steel window facing the side overlooking the garden. Roll top work surface, wall and base units, inset sink, space for, gas oven.Bedroom 17'5"" x 11'5"" (2.26m x 3.48m). Double bedroom; sliding . Double aspect steel windows. Built-in storage cupboard.Bedroom 25'6"" x 7'3"" (1.68m x 2.2m). Single bedroom; sliding . Steel window facing the side.Shower Room6'3"" x 7'3"" (1.9m x 2.2m). Sliding . Skylight window. Standard WC, walk-in shower, pedestal sink.","Landguard Road, Shanklin PO37",50.63286,37013648,sale,-1.185838,,0,2,12500,Mobile/park home,Shanklin Isle Of Wight
Watson Bull & Porter - Shanklin,Isle of Wight,H,"Here is the Home seeker Revolution.This is a 40x20 new lodge – decking on order, and included in the price.£139995 – with funding options available with £25% deposit criteria.The Home seeker Revolution has 2 bedrooms. Walk into this stunning brand new lodge with open plan living dining and kitchen area with full sized French doors making it very bright and airy. The lounge and dining area has free standing furniture. Fully equipped kitchen with L shaped breakfast bar and over head extractor hood, also has fitted fridge and freezer and oven. The master bedroom has its own en suite bathroom with full sized shower and walk in wardrobes. Second bedroom has full sized single beds. Large family bathroom with full sized bath. This luxury holiday home benefits from double glazing and central heating. This really is a must see call now for a viewing and come and experience ownership here at Lower Hyde for yourself.• 2015 Standard Pitch fees included• Sitting and connections included• Steps and handrail• Inventory Pack• Double Glazing and Central Heating• Gas connection• Digital TV aerial and Fridge and Axle Jacks• Water connection• Fire extinguisher and Smoke Alarm• Current sewage and water rates• Electricity connection• Current Insurance rates• 'Ramtech' system• vatBeautiful park locationLeisure facilitiesIncome potentialHome from home","Landguard Road, Shanklin, Isle Of Wight PO37",50.63286,37081355,sale,-1.185838,True,0,2,139995,Mobile/park home,Landguard Road Shanklin Isle Of Wight
Watson Bull & Porter - Shanklin,Isle of Wight,H,"This Clear Water Lodge has 2 bedrooms. Walk into this stunning lodge with open plan living dining and kitchen area with full sized sliding doors making it very bright and airy. The lounge and dining area has free standing furniture. Fully equipped kitchen with L shaped breakfast bar and over head extractor hood, also has fitted fridge and freezer and oven. The master bedroom has its own en suite bathroom with full sized shower and walk in wardrobes. Second bedroom has full sized single beds. Large family bathroom with full sized bath. This luxury holiday home benefits from double glazing and central heating. This really is a must see call now for a viewing and come and experience ownership here at Lower Hyde for yourself.Desirable pitchAlmost newImmaculate throughoutParkingOpen Plan Lounge/Diner - Kitchen24'8"" x 19' (7.52m x 5.8m). UPVC sliding double glazed door, opening onto decking. Triple aspect double glazed uPVC windows facing the front and side overlooking the park.Bedroom 19'2"" x 9'7"" (2.8m x 2.92m). Double glazed uPVC window facing the side.En-suite Double glazed uPVC window with obscure glass facing the side. Standard WC, corner shower, pedestal sink.Walk in wardrobeBedroom 2 2.67m x 2.77m Double glazed uPVC window facing the side.Walk in WardrobeBathroom Double glazed uPVC window with obscure glass facing the side. Standard WC, roll top bath, shower over bath, pedestal sink.","Landguard Road, Shanklin, Isle Of Wight PO37",50.63286,37283289,sale,-1.185838,,0,2,80000,Mobile/park home,Landguard Road Shanklin Isle Of Wight
Watson Bull & Porter - Shanklin,Isle of Wight,H,"2015 Willerby Lyndhurst 2 bedroom. This a 2 bedroom, 6 berth luxury holiday homeThe stunning country-style kitchen is truly the heart of this home, with the striking inglenook cooker acting as a real focal point. The classic pairing of creams and greens together with butcher’s block worktops gives this large, open-plan kitchen dining area a warm and welcoming feel. The banquette dining area is both comfortable and practical, with under-seat storage baskets adding to the country charm.The living room is wonderfully inviting, with comfortable seating and co-ordinated scatter cushions, sumptuous curtain fabrics, and feature fireplace. Storage space is truly optimised with a large country-style dresser and TV unit, under-seat compartments and fold-out occasional bed.The well-equipped family shower room is light and spacious, featuring a large shower enclosure with inlaid ceramic tile detailing, mirrored cabinet and dual flush toilet.The Lyndhurst's warm and welcoming style continues into the bedrooms, where plush headboards and co-ordinated curtains provide a relaxing, comfortable environment. The main bedroom features an en-suite WC (two bedroom models), bedside lamps and mirrored dressing area, giving this space a real feeling of luxury.This Holiday Home is for sale for £47, 648.40• Decking / Veranda available at extra cost, depending on your own preference and specification.Beautiful park locationLeisure facilitiesIncome potentialHome from home","Landguard Road, Shanklin, Isle Of Wight PO37",50.63286,37081356,sale,-1.185838,True,0,2,47648,Mobile/park home,Landguard Road Shanklin Isle Of Wight
"Millerson, Redruth",Cornwall,R,"Being sold with no on going chainAn opportunity to purchase a park home situated within the popular area of Scorrier. The park home is being sold with no ongoing chain and sits within a nice position within the park. The accommodation comprises; lounge/diner, kitchen, two bedrooms and bathroom. There is a parking space and paving around the property.Double GlazingNo Ongoing ChainLounge/DinerKitchenTwo BedroomsBathroomParking","Lansdowne Park Homes, Scorrier, Redruth TR16",50.259937,35324863,sale,-5.205315,,0,2,54950,Mobile/park home,Scorrier Redruth
Ferguson Young,Cornwall,R,"A two bedroom, double unit, park home set on a small residential park in a rural location but with good links to the A30, The North Coast and local bus routes. The accommodation comprises of Entrance Porch, Kitchen, Hallway, Lounge (18'10"" by 10'10""), Two Double Bedrooms and a Bathroom/WC. The home is heated by lpg central heating and is double glazed. There is a low maintenance paved garden surrounding the property and off road parking could be created in addition to onsite car park. Occupants must be over the age of 50 years and two pets are permitted. Ground Rent of £130.00 is payable monthly. EPC: NaApproached via a pathway leading up to a double glazed door opening into:-entrance hall : There are double glazed windows to three sides and a door to:-kitchen : 9'4"" x 9'2"" (2.84m x 2.79m), There is a range of eye level and base units with work surface over, inset single bowl stainless steel sink with side drainer, space for a lpg cooker, plumbing and space for a washing machine, space for an upright fridge freezer, double glazed window to the side and a door to Bedroom two and to:-hallway : Doors to the Lounge, Bathroom/WC and to Bedroom One.Lounge : 18'10"" x 10'10"" (5.74m x 3.30m), A generous sized lounge with double glazed windows to two sides and double opening patio doors. There is a fireplace with an inset electric fire, radiator, serving hatch from the kitchen and a TV aerial point.Bedroom one : 12'11"" x 9'2"" (3.94m x 2.79m), A good sized main bedroom with a double glazed window to the side, radiator, fitted wardrobes to one wall and a built in cupboard housing the lpg Combi Boiler which provided domestic heating and hot water.Bedroom two : 9'2"" x 9'2"" (2.79m x 2.79m), A useful second double bedroom with a double glazed window to the rear and a radiator.Bathroom/WC : A white suite comprising of a panel bath with electric shower over, low level flush WC and a pedestal mounted wash hand basin. The bathroom is fully tiles and has a built in airing cupboard and an obscure double glazed window to the side.Outsidegardens : The park home is surrounded by a paved low maintenance garden which is fenced.Parking : Parking is currently available in the onsite car park but could be made at the property.Energy efficiency rating : This type of property is exempt.","Lansdowne Park, Wheal Rose, Scorrier TR16",50.259937,36297845,sale,-5.205315,,0,2,59950,Mobile/park home,"Lansdowne Park Wheal Rose, Scorrier"
Harding Laity Estate Agents,,H,"Sale agreed similar property wanted. St Ives Holiday Village is a popular holiday destination situated in Lelant Downs. The chalets are situated in well maintained woodlands which are paved and lit. Each chalet enjoys a degree of privacy. There is space immediately in front of the chalet to comfortably cater for a table and chairs. The accommodation comprises open plan living room and kitchen, 2 bedrooms and a bathroom. Each chalet has a dedicated parking area. This woodland chalet is perfect for spring and summer adventures and it is a calm autumn/winter retreat. There are facilities on site such as a shop, swimming pool and entertainments venue. Agents note. From the 1st March to 31st October the property can either be let through John Fowler or privately by the owner. Any occupation must be no longer than 4 weeks at a time.ApproachAccess to all the chalets is clearly signed when entering the site. The entrance to front of this property is via a pathway through the woodland and is shared with the other chalets in this terrace.EntrancePart glazed door to the living room with glazed side panel.Living room area 3.75m x 2.79m (12'4' x 9'2')There is plenty of natural light from the glazed door and window to the front aspect. The outlook is to the woodland which is very attractive and well maintained. There is an L shaped built in sofa with storage space below. Door leading to the internal hallway and open to the kitchen dining area.Kitchen area 2.06m x 2.88m (6'9' x 9'5')Window to the front aspect with a very pretty outlook towards the woodland. The kitchen comprises a range wood fronted cupboards and drawers with an inset single sink and drainer, under counter fridge, inset electric hob with cooker hood above.Table and chairs to seat 4 people.Inner hallStorage cupboard housing the lagged hot water tank. Doors to both bedrooms and the bathroom.Bedroom 1 2.14m x 2.74m (7'0' x 9'0')Window to the rear aspect. Built in wardrobe. Built in double bed.Bathroom 1.36m x 1.34m (4'6' x 4'5')Opaque glazed window to the rear aspect. The suite comprises low-level WC, wall hung wash basin and a small bath with an electric shower over.Bedroom 2 2.12m x 2.74m (6'11' x 9'0')Window to the rear aspect. Built in wardrobe. 2 single beds. Wall mounted heater.OutsideTo the front of the property there is space suitable for table and chairs with a pretty view through the trees.Agent's noteJohn Fowler charges £2369.00 for this year. This includes:Service ChargeGround RentWater and Sewage,Road ChargesIf required Pest Control is available for £14.40 per month.Length of Lease - 973 years remainingTerms of Occupancy - no longer than 4 weeks at a time.For clarification we wish to inform prospective purchasers that the sales particulars produced by this company should only be used as a general guide. We have not carried out a detailed survey, nor tested the services, or specific fittings. All measurements are approximate.",Lelant Downs TR26,50.1741,36425715,sale,-5.464162,,1,2,32000,Bungalow,
Marshalls,,H,"Double glazed entrance door to:   open-plan lounge/kitchen   lounge area: 14' 9"" x 10' 3"" (4.5m x 3.12m) Three double glazed windows to the front, wall mounted heater and laminate floor. kitchen area: 7' 5"" x 4' 8"" (2.26m x 1.42m) Fitted with a range of base and wall units, one three drawer unit, single drainer stainless steel sink unit, work surfaces, complementary tiling, integrated oven, hob and extractor over, double glazed window to the rear with pleasant outlook. bathroom:  Suite comprising low level w.C., vanity sink, panelled bath with electric shower above, heated towel rail, complementary tiling, double glazed window to the rear.  bedroom 1: 8' 8"" x 7' 9"" (2.64m x 2.36m) With double glazed window, wall mounted heater and laminate floor. bedroom 2: 8' 7"" x 7' 8"" (2.62m x 2.34m) With cupboard housing the hot water cylinder and meters. Wall mounted heater, double glazed window and laminate floor. outside   there is A private patio area and parking close by   services:  Mains electricity and water. tenure:  Leasehold with the remainder of a 999 year lease which we understand commenced in the late 1980's. outgoings  Maintenance charges and ground rent, in addition to this council tax, water and electricity charges. A full information pack relating to John Fowler Holidays is available from the Agents on request.  directional note:  From Marshall's Hayle office proceed westerly out of town and along the causeway turning right signposted St Ives and Lelant. Turn right at the first roundabout and at the second roundabout turn left onto The Old Coach Road, continue past The Watermill restaurant and the riding stables and you will find the entrance to the holiday village on your right hand side. ",Lelant TR26,50.1741,32578203,sale,-5.464162,,1,2,44950,,
Driftwood Properties LTD,,H,"End of terrace two bed holiday home with parking just beside. Located in the 100 acres of the St Ives holiday village.Lounge / Kitchen / Diner - 18' 7'' x 9' 7'' (5.66m x 2.92m)Open plan room across the front of the property. Range of base and eye level cupboards, sink unit, free standing cooker and fridge. Dining table and 4 chairs, shelving unit. Built in corner sofa looking out to the front of the property.Inner hall - 4' 6'' x 2' 6'' (1.37m x 0.76m)From the lounge and leading to both bedrooms, bathroom and cupboard housing water tank.Double bedroom - 8' 10'' x 7' 0'' (2.69m x 2.13m)Double bed, large wardrobe and window to the rear of the property.Twin bedroom - 8' 10'' x 7' 0'' (2.69m x 2.13m)2 single beds, large wardrobe, bedside table, wall mounted lights and window to the rear of the property.BathroomShort bath with shower over, basin and toilet. Window to the rear of the property.OutsideTo the front of the property there is a paved patio area and parking is just up beside the property.OccupancyThe property is a restricted use holiday home. It can be used for holiday use 12 months of the year. The current owner has been granted the 12 month holiday use by cornwall council.","Lelant, St Ives TR26",50.1741,37174063,sale,-5.464162,,1,2,42500,Bungalow,Lelant
Morris Dibben - Chandlers Ford,Hampshire,R,"Set on a development in the Hamlet of Littleton and offered with no onward chain Morris Dibben are delighted to present to the open market this one bedroom mobile home. The property benefits from double glazing gas heating, off road parking and gardens, internal viewings are highly recommended.Set on a Development in the Hamlet of LittletonOffered with No Onward ChainOne Bedroom Mobile HomeOff Road Parking and GardensViewing Highly RecommendedEntrance PorchLounge10'8""' x 9'7""' (3.25m' x 2.92m').Shower Room/wcKitchen9'6"" (2.9m)' x 7'7"" (2.31m)' narowwing to 5'9"" (1.75m)'.Bedroom9'8"" (2.95m)' x 9'2"" (2.8m)' narrowing to 7'4"" (2.24m)'.","Littleton, Winchester, Hampshire SO22",51.08855,35407668,sale,-1.344833,,0,1,40000,Mobile/park home,Littleton Winchester Hampshire
Leaders - Norwich Sales,Norfolk,R,"This two bedroom park home is set on an established plot within the Haveringland Hall Park Site. Unlike many others on the area, the property benefits from it's own private garden with a shed, and comes with en-suite to master as well as a separate bathroom. Further features include a wrap around dual aspect kitchen/lounge/diner, with feature fireplace and doors opening on to a South facing veranda. There are also two parking spaces associated with the property.Contact Leaders today to request your viewing on .","Lodge Park, Haveringland Hall, Cawston NR10",52.737293,37717094,sale,1.1956148,,2,2,85000,Mobile/park home,
William H Brown,Norfolk,R,"SummarySet on the sought after Haveringland Hall Park Site sits this stunning Omar Westfield Detached Lodge that offers luxury living with spacious open plan design offering 2 double bedrooms, master with en-suite. This property is an ideal second home. Outside there is parking and a shed.DescriptionLounge/ Kitchen Area 21' 8"" x 19' 3"" ( 6.60m x 5.87m )A triple aspect room with:Lounge AreaTV point, double glazed windows, UPVC double doors leading to decked area,Kitchen AreaFitted with a range of base and eye level units, stainless steel single drainer sink unit, work surfaces, electric oven, gas hob and stainless steel cooker hood, stainless steel splashback, plumbed in washing machine and dishwasher, fridge/freezer, radiators and double glazed window.Entrance Hall Built-in cupboard.Bedroom 1 14' 7"" max x 9' 3"" max ( 4.45m max x 2.82m max )Built-in wardrobes and dresser, radiator and double glazed windows.En-Suite Fitted with corner shower cubicle, wash hand basin and low level WC. Part tiled walls, radiator and double glazed window.Bedroom 2 10' 10"" x 10' max ( 3.30m x 3.05m max )Built-in wardrobes, radiator and double glazed window.Bathroom Fitted with suite comprising bath with shower over and mixer taps, wash hand basin and low level WC. Part tiled walls, radiator, double glazed window.Outside To the side of the property is a gravel driveway and there is a shed to the rear.Agents Note Please be aware there is an annual service charge.DirectionsLeave Aylsham via the B1145 towards Cawston and upon reaching the roundabout turn left onto the B1149 towards Norwich. Take the next right and proceed round the left hand bend into Eastgate. Upon reaching the Ratcatchers Public House turn left at the crossroads, then take the third unmade road on the left between two lodges. Proceed past the Show Office and follow the signs to the Lodge Park, follow the one way round system and the Lodge can be found on the left hand side.1. Money laundering regulations: Intending purchasers will be asked to produce identification documentation at a later stage and we would ask for your co-operation in order that there will be no delay in agreeing the sale.2. General: While we endeavour to make our sales particulars fair, accurate and reliable, they are only a general guide to the property and, accordingly, if there is any point which is of particular importance to you, please contact the office and we will be pleased to check the position for you, especially if you are contemplating travelling some distance to view the property.3. Measurements: These approximate room sizes are only intended as general guidance. You must verify the dimensions carefully before ordering carpets or any built-in furniture.4. Services: Please note we have not tested the services or any of the equipment or appliances in this property, accordingly we strongly advise prospective buyers to commission their own survey or service reports before finalising their offer to purchase.5. These particulars are issued in good faith but do not constitute representations of fact or form part of any offer or contract. The matters referred to in these particulars should be independently verified by prospective buyers or tenants. Neither sequence (UK) limited nor any of its employees or agents has any authority to make or give any representation or warranty whatever in relation to this property.","Lodge Park, Haveringland, Norwich NR10",52.737293,36076459,sale,1.1956148,,0,2,100000,Mobile/park home,Lodge Park Haveringland Norwich
Leaders - Woodbridge Sales,Suffolk,H,"A perfect purchase for buy to let or holiday home. The Hollies, Kessingland, an ideal opportunity to purchase a Luxury Lodge on one of East Anglia's newest premier holiday parks. Located in Suffolk's area of Outstanding Natural Beauty and close to a beautiful sandy beach, the lodges would make an excellent holiday home. Kessingland has many local landmarks including Africa Alive and further along the coast is Minsmere Bird Reserve. Southwold, Dunwich and Lowestoft offer a full range of leisure pastimes.As the main selling agent for The Beeston Group, Leaders are pleased to offer for sale the first phase of a new lodge development at The Hollies. The phase comprises six contemporary designs of lodges.This example is The Buckland, presented to high specification, low running costs, bottled gas central heating to radiators and sealed unit double glazed windows and doors.Annual site fee/service charge £2995.00 per year. Inc water council rates contribution, grass cutting, 24 hour security and resident Warden. All owners must be registered at another permanent address.Prices from £155, 450 Call Leaders to arrange a viewing or emailLounge/Diner/Kitchen (6.88m x 5.87m (22'7 x 19'3))Spacious contemporary open plan living, Fully integrated kitchen with all appliances included- fridge/freezer, gas cooker and hob, dish washer and washing machine. Living area with fireplace and twin french doors to veranda. Storage cupboard and cupboard housing combi boiler.Inner HallwayDoors to:Master Bedroom (3.35m x 3.00m (11'0 x 9'10))With built-in walk-in wardrobe with shelf and hanging space. Door to:En-Suite Shower RoomThree piece suite comprising shower cubical, w.C., and vanity wash basin with storageBedroom Two (2.87m x 2.77m (9'5 x 9'1))With built-in wardrobesBathroomFitted three piece suite with panelled bath and shower over, vanity wash basin with storage, w.C.","London Road, Kessingland, Lowestoft NR33",52.426773,37716868,sale,1.7181088,,2,2,155450,Mobile/park home,"The Hollies, London Road"
